Date ,series ,OPEN ,HIGH ,LOW ,PREV. CLOSE ,ltp ,close ,vwap ,52W H ,52W L ,VOLUME ,VALUE ,No of trades 
20-May-21,EQ,984.8,984.8,965.2,977.65,972.9,973.1,972.98,"1,081.55",501.5,"17,69,194","1,72,13,88,059.05","38,665"
21-May-21,EQ,976.95,986,971.85,973.1,981,980.5,980.42,"1,081.55",501.5,"15,34,262","1,50,42,23,185.60","41,865"
24-May-21,EQ,979.8,994,975.1,980.5,983.3,983.7,987.83,"1,081.55",512.05,"18,30,838","1,80,85,54,981.20","40,687"
25-May-21,EQ,990.05,"1,001.70",983.8,983.7,994,992.65,993.53,"1,081.55",512.05,"27,19,646","2,70,20,41,038.15","74,641"
26-May-21,EQ,995.65,"1,012.00",993,992.65,"1,007.75","1,007.80","1,005.20","1,081.55",512.05,"20,13,788","2,02,42,63,565.55","59,994"
27-May-21,EQ,"1,007.00","1,032.00","1,006.90","1,007.80","1,027.05","1,019.80","1,020.54","1,081.55",512.05,"63,93,813","6,52,51,16,601.40","99,460"
28-May-21,EQ,"1,020.00","1,033.00","1,012.60","1,019.80","1,026.00","1,026.25","1,024.20","1,081.55",512.05,"18,39,013","1,88,35,23,703.10","57,871"
31-May-21,EQ,"1,025.00","1,032.00","1,013.00","1,026.25","1,025.00","1,021.65","1,022.41","1,081.55",528.4,"18,01,746","1,84,21,14,288.40","69,689"
1-Jun-21,EQ,"1,024.70","1,032.00","1,013.35","1,021.65","1,030.50","1,030.50","1,024.55","1,081.55",528.4,"12,62,702","1,29,37,07,078.40","39,937"
2-Jun-21,EQ,"1,020.20","1,024.70",994,"1,030.50","1,017.80","1,016.95","1,009.72","1,081.55",528.4,"52,52,186","5,30,32,33,649.60","1,07,648"
3-Jun-21,EQ,"1,016.95","1,020.75","1,007.00","1,016.95","1,017.00","1,014.35","1,012.64","1,081.55",528.4,"20,24,676","2,05,02,57,833.55","51,002"
4-Jun-21,EQ,"1,019.55","1,026.95","1,011.00","1,014.35","1,020.00","1,019.20","1,019.58","1,081.55",528.4,"23,15,912","2,36,12,47,956.70","42,983"
7-Jun-21,EQ,"1,024.95","1,038.95","1,019.45","1,019.20","1,038.00","1,034.40","1,027.90","1,081.55",528.4,"17,45,475","1,79,41,78,747.05","37,736"
8-Jun-21,EQ,"1,039.00","1,060.90","1,037.05","1,034.40","1,058.00","1,057.75","1,054.10","1,081.55",528.4,"45,17,995","4,76,24,33,593.90","1,09,168"
9-Jun-21,EQ,"1,057.75","1,064.45","1,046.20","1,057.75","1,056.00","1,052.25","1,057.51","1,081.55",528.4,"21,63,655","2,28,80,81,022.10","59,015"
10-Jun-21,EQ,"1,059.70","1,074.00","1,056.50","1,052.25","1,064.50","1,064.90","1,067.51","1,081.55",528.4,"39,34,077","4,19,96,77,664.05","1,18,480"
11-Jun-21,EQ,"1,064.90","1,082.40","1,054.90","1,064.90","1,073.00","1,073.00","1,072.37","1,082.40",528.4,"49,88,857","5,34,98,88,609.65","98,394"
14-Jun-21,EQ,"1,073.00","1,079.35","1,058.00","1,073.00","1,069.30","1,069.25","1,071.21","1,082.40",528.4,"27,57,666","2,95,40,50,722.95","82,864"
15-Jun-21,EQ,"1,069.25","1,093.00","1,061.65","1,069.25","1,065.00","1,066.85","1,076.87","1,093.00",528.4,"34,84,298","3,75,21,47,765.45","84,287"
16-Jun-21,EQ,"1,070.00","1,077.95","1,055.00","1,066.85","1,064.50","1,069.15","1,067.77","1,093.00",528.4,"18,81,596","2,00,91,20,810.65","51,956"
17-Jun-21,EQ,"1,059.95","1,084.70","1,057.05","1,069.15","1,083.10","1,080.25","1,071.97","1,093.00",528.4,"31,61,931","3,38,94,90,625.90","99,482"
18-Jun-21,EQ,"1,089.50","1,091.60","1,055.00","1,080.25","1,068.60","1,070.70","1,073.33","1,093.00",528.4,"43,96,398","4,71,87,67,299.80","93,019"
21-Jun-21,EQ,"1,059.00","1,070.05","1,055.00","1,070.70","1,061.80","1,062.90","1,062.65","1,093.00",536.05,"10,74,790","1,14,21,25,528.55","40,228"
22-Jun-21,EQ,"1,061.05","1,072.00","1,053.70","1,062.90","1,054.40","1,057.20","1,060.38","1,093.00",536.05,"24,37,289","2,58,44,50,114.10","63,027"
23-Jun-21,EQ,"1,060.00","1,062.30","1,038.45","1,057.20","1,056.00","1,056.45","1,052.65","1,093.00",536.05,"41,30,539","4,34,80,27,008.95","1,02,816"
24-Jun-21,EQ,"1,056.55","1,082.30","1,052.50","1,056.45","1,080.00","1,080.00","1,069.16","1,093.00",536.05,"36,17,010","3,86,71,62,077.35","1,05,332"
25-Jun-21,EQ,"1,087.40","1,103.20","1,077.00","1,080.00","1,085.95","1,089.50","1,090.65","1,103.20",536.05,"32,00,049","3,49,01,21,301.75","73,477"
28-Jun-21,EQ,"1,091.00","1,108.00","1,081.10","1,089.50","1,105.05","1,105.10","1,097.40","1,108.00",536.05,"21,43,755","2,35,25,51,584.20","50,162"
29-Jun-21,EQ,"1,109.00","1,109.40","1,083.00","1,105.10","1,088.95","1,088.15","1,095.11","1,109.40",536.05,"29,56,332","3,23,75,21,521.85","64,875"
30-Jun-21,EQ,"1,088.20","1,105.00","1,083.30","1,088.15","1,096.70","1,095.45","1,096.06","1,109.40",536.05,"19,17,370","2,10,15,52,386.75","47,775"
1-Jul-21,EQ,"1,096.00","1,099.35","1,081.00","1,095.45","1,085.65","1,085.15","1,087.08","1,109.40",536.05,"14,59,518","1,58,66,16,040.75","49,293"
2-Jul-21,EQ,"1,087.00","1,097.50","1,075.00","1,085.15","1,089.50","1,089.40","1,085.06","1,109.40",536.05,"16,69,409","1,81,14,16,199.70","59,484"
5-Jul-21,EQ,"1,093.00","1,094.95","1,071.20","1,089.40","1,072.20","1,074.65","1,080.45","1,109.40",561.35,"25,97,359","2,80,63,24,841.55","47,315"
6-Jul-21,EQ,"1,074.65","1,074.65","1,047.75","1,074.65","1,050.00","1,049.55","1,057.39","1,109.40",561.35,"38,65,594","4,08,74,38,822.90","82,030"
7-Jul-21,EQ,"1,049.55","1,059.50","1,030.10","1,049.55","1,047.50","1,045.90","1,047.11","1,109.40",561.35,"37,13,891","3,88,88,37,942.95","91,334"
8-Jul-21,EQ,"1,049.00","1,063.40","1,045.00","1,045.90","1,060.40","1,060.15","1,055.09","1,109.40",561.35,"21,71,947","2,29,16,05,194.75","55,921"
9-Jul-21,EQ,"1,055.20","1,068.80","1,049.00","1,060.15","1,051.00","1,051.75","1,057.39","1,109.40",561.35,"18,89,035","1,99,74,53,809.30","67,078"
12-Jul-21,EQ,"1,057.00","1,058.70","1,046.10","1,051.75","1,057.00","1,056.60","1,053.85","1,109.40",570.5,"32,24,820","3,39,84,90,567.90","1,18,828"
13-Jul-21,EQ,"1,062.00","1,062.00","1,048.00","1,056.60","1,050.40","1,050.15","1,052.00","1,109.40",570.5,"19,08,081","2,00,72,99,426.00","1,00,702"
14-Jul-21,EQ,"1,054.00","1,080.00","1,048.00","1,050.15","1,077.00","1,078.50","1,071.96","1,109.40",570.5,"31,73,326","3,40,16,69,275.40","77,638"
15-Jul-21,EQ,"1,078.00","1,119.70","1,076.40","1,078.50","1,109.25","1,112.45","1,105.16","1,119.70",570.5,"59,22,995","6,54,58,59,152.65","1,30,433"
16-Jul-21,EQ,"1,112.40","1,118.30","1,083.05","1,112.45","1,102.90","1,103.15","1,096.47","1,119.70",570.5,"23,23,939","2,54,81,29,861.75","1,00,657"
19-Jul-21,EQ,"1,088.00","1,110.45","1,086.10","1,103.15","1,096.00","1,094.20","1,097.79","1,119.70",598.5,"14,09,001","1,54,67,94,195.85","42,229"
20-Jul-21,EQ,"1,095.95","1,102.20","1,084.90","1,094.20","1,085.00","1,087.20","1,092.00","1,119.70",598.5,"12,30,858","1,34,40,90,947.10","54,437"
22-Jul-21,EQ,"1,080.00","1,152.50","1,080.00","1,087.20","1,146.00","1,148.60","1,126.69","1,152.50",598.5,"73,09,727","8,23,58,15,228.25","1,58,825"
23-Jul-21,EQ,"1,123.95","1,141.50","1,115.10","1,148.60","1,129.00","1,131.00","1,129.90","1,152.50",598.5,"28,40,803","3,20,98,21,635.75","76,687"
26-Jul-21,EQ,"1,131.00","1,138.55","1,116.55","1,131.00","1,117.85","1,120.20","1,126.82","1,152.50",642.55,"9,84,581","1,10,94,43,503.80","41,727"
27-Jul-21,EQ,"1,120.20","1,127.70","1,104.05","1,120.20","1,123.25","1,120.85","1,113.89","1,152.50",642.55,"13,97,105","1,55,62,20,091.00","39,146"
28-Jul-21,EQ,"1,124.00","1,130.70","1,106.50","1,120.85","1,128.10","1,119.55","1,117.76","1,152.50",642.55,"25,33,035","2,83,13,15,466.25","63,357"
29-Jul-21,EQ,"1,128.70","1,141.35","1,115.10","1,119.55","1,127.90","1,127.80","1,129.97","1,152.50",642.55,"38,21,405","4,31,80,90,190.25","1,02,399"
30-Jul-21,EQ,"1,185.00","1,237.30","1,175.00","1,127.80","1,207.70","1,209.55","1,213.59","1,237.30",642.55,"2,04,25,030","24,78,76,56,227.40","4,13,583"
2-Aug-21,EQ,"1,210.00","1,214.00","1,195.55","1,209.55","1,206.00","1,210.70","1,203.63","1,237.30",642.55,"23,85,223","2,87,09,26,966.80","87,426"
3-Aug-21,EQ,"1,211.00","1,230.00","1,210.00","1,210.70","1,225.95","1,226.25","1,223.58","1,237.30",642.55,"26,03,616","3,18,57,35,468.75","70,849"
4-Aug-21,EQ,"1,225.20","1,230.40","1,213.70","1,226.25","1,219.00","1,216.50","1,218.59","1,237.30",642.55,"19,38,175","2,36,18,32,849.75","70,384"
5-Aug-21,EQ,"1,217.05","1,254.00","1,217.00","1,216.50","1,249.90","1,248.20","1,242.38","1,254.00",642.55,"57,90,873","7,19,44,37,695.40","1,50,663"
6-Aug-21,EQ,"1,252.00","1,273.00","1,243.05","1,248.20","1,268.00","1,264.60","1,262.41","1,273.00",642.55,"38,94,726","4,91,67,52,783.90","1,17,731"
9-Aug-21,EQ,"1,290.40","1,306.80","1,266.00","1,264.60","1,289.00","1,287.45","1,285.21","1,306.80",662.7,"65,85,101","8,46,32,22,105.25","1,70,338"
10-Aug-21,EQ,"1,288.00","1,329.70","1,282.40","1,287.45","1,323.00","1,323.05","1,314.34","1,329.70",662.7,"63,14,469","8,29,93,42,336.30","1,36,841"
11-Aug-21,EQ,"1,323.05","1,326.75","1,298.35","1,323.05","1,320.95","1,323.60","1,315.74","1,329.70",662.7,"34,30,349","4,51,34,50,656.55","1,02,017"
12-Aug-21,EQ,"1,323.00","1,394.80","1,317.75","1,323.60","1,383.00","1,386.55","1,369.05","1,394.80",662.7,"86,13,315","11,79,20,64,706.60","1,98,057"
13-Aug-21,EQ,"1,380.10","1,390.00","1,365.90","1,386.55","1,383.35","1,383.15","1,378.91","1,394.80",662.7,"47,60,344","6,56,40,92,550.70","1,17,785"
16-Aug-21,EQ,"1,381.95","1,399.95","1,360.25","1,383.15","1,370.00","1,367.85","1,372.77","1,399.95",698.65,"29,12,430","3,99,80,99,405.85","96,240"
17-Aug-21,EQ,"1,372.00","1,428.80","1,370.50","1,367.85","1,410.95","1,413.70","1,413.09","1,428.80",698.65,"80,42,970","11,36,54,14,154.90","1,97,467"
18-Aug-21,EQ,"1,418.00","1,425.00","1,404.25","1,413.70","1,412.00","1,412.50","1,413.00","1,428.80",698.65,"29,39,739","4,15,38,43,972.15","1,02,264"
20-Aug-21,EQ,"1,370.65","1,420.00","1,370.65","1,412.50","1,396.00","1,399.20","1,400.61","1,428.80",698.65,"40,51,399","5,67,44,41,821.80","1,13,777"
23-Aug-21,EQ,"1,415.45","1,442.95","1,409.00","1,399.20","1,414.95","1,416.00","1,425.46","1,442.95",714.35,"39,87,240","5,68,36,44,186.20","1,14,689"
