Date ,series ,OPEN ,HIGH ,LOW ,PREV. CLOSE ,ltp ,close ,vwap ,52W H ,52W L ,VOLUME ,VALUE ,No of trades 
14-Sep-21,EQ,"1,216.00","1,240.60","1,207.00","1,208.40","1,237.00","1,238.65","1,229.99","1,240.60",744.15,"55,93,286","6,87,97,08,217.85","1,85,674"
15-Sep-21,EQ,"1,238.65","1,288.95","1,230.25","1,238.65","1,273.00","1,273.25","1,264.14","1,288.95",744.15,"60,63,895","7,66,56,37,393.75","1,85,098"
16-Sep-21,EQ,"1,287.20","1,295.30","1,255.20","1,273.25","1,264.00","1,263.10","1,267.99","1,295.30",744.15,"36,16,292","4,58,54,35,867.80","1,38,406"
17-Sep-21,EQ,"1,265.00","1,281.00","1,258.50","1,263.10","1,262.95","1,263.30","1,265.93","1,295.30",744.15,"48,17,180","6,09,82,26,768.00","1,30,166"
20-Sep-21,EQ,"1,258.00","1,298.80","1,250.00","1,263.30","1,270.40","1,276.15","1,283.55","1,298.80",784,"54,53,683","7,00,00,61,545.85","1,16,200"
21-Sep-21,EQ,"1,289.00","1,315.00","1,277.00","1,276.15","1,298.80","1,299.50","1,295.88","1,315.00",784,"46,45,597","6,02,01,31,269.40","1,67,229"
22-Sep-21,EQ,"1,300.00","1,328.65","1,299.60","1,299.50","1,316.00","1,315.50","1,316.75","1,328.65",784,"53,67,303","7,06,73,77,021.85","1,61,948"
23-Sep-21,EQ,"1,326.85","1,336.45","1,313.90","1,315.50","1,327.00","1,328.30","1,324.93","1,336.45",784,"30,37,295","4,02,42,11,207.00","1,46,997"
24-Sep-21,EQ,"1,340.00","1,377.75","1,337.00","1,328.30","1,359.75","1,358.20","1,362.58","1,377.75",784,"79,51,730","10,83,48,81,018.60","1,96,697"
27-Sep-21,EQ,"1,366.00","1,367.95","1,290.05","1,358.20","1,299.00","1,295.20","1,313.55","1,377.75",800.25,"76,53,504","10,05,32,62,686.30","2,60,249"
28-Sep-21,EQ,"1,304.95","1,304.95","1,254.00","1,295.20","1,272.50","1,269.00","1,268.51","1,377.75",800.25,"85,72,321","10,87,40,87,040.75","3,01,114"
29-Sep-21,EQ,"1,270.00","1,301.45","1,258.80","1,269.00","1,282.60","1,281.20","1,277.58","1,377.75",800.25,"46,39,821","5,92,77,35,738.95","1,69,421"
30-Sep-21,EQ,"1,291.45","1,291.45","1,268.85","1,281.20","1,280.00","1,279.55","1,278.45","1,377.75",800.25,"35,89,722","4,58,92,88,115.35","1,45,222"
1-Oct-21,EQ,"1,274.00","1,284.00","1,260.65","1,279.55","1,273.00","1,273.75","1,273.54","1,377.75",800.25,"33,72,796","4,29,54,05,419.35","1,25,070"
4-Oct-21,EQ,"1,281.50","1,293.60","1,273.75","1,273.75","1,281.70","1,278.65","1,282.68","1,377.75",800.25,"27,06,626","3,47,17,23,487.45","93,753"
5-Oct-21,EQ,"1,270.00","1,313.60","1,262.20","1,278.65","1,307.90","1,305.15","1,286.01","1,377.75",800.25,"37,10,314","4,77,14,92,722.30","1,11,886"
6-Oct-21,EQ,"1,312.00","1,319.85","1,271.80","1,305.15","1,274.55","1,275.45","1,290.27","1,377.75",800.25,"28,61,608","3,69,22,43,990.85","1,09,635"
7-Oct-21,EQ,"1,284.05","1,317.85","1,284.05","1,275.45","1,305.00","1,306.30","1,305.81","1,377.75",800.25,"24,21,641","3,16,21,93,681.20","89,401"
8-Oct-21,EQ,"1,306.30","1,338.00","1,294.05","1,306.30","1,323.50","1,322.15","1,320.38","1,377.75",800.25,"51,97,831","6,86,31,32,702.45","1,51,205"
11-Oct-21,EQ,"1,300.00","1,324.90","1,235.65","1,322.15","1,304.30","1,302.90","1,301.10","1,377.75",800.25,"52,64,998","6,85,03,14,422.40","1,54,328"
12-Oct-21,EQ,"1,306.95","1,309.00","1,236.30","1,302.90","1,254.00","1,250.35","1,254.57","1,377.75",800.25,"1,28,11,641","16,07,31,60,657.35","4,14,669"
13-Oct-21,EQ,"1,263.00","1,270.80","1,243.45","1,250.35","1,265.00","1,265.35","1,254.84","1,377.75",800.25,"57,05,730","7,15,97,99,588.30","1,53,786"
14-Oct-21,EQ,"1,289.40","1,293.25","1,244.05","1,265.35","1,246.00","1,251.15","1,260.29","1,377.75",800.25,"1,03,60,519","13,05,72,63,101.60","2,52,915"
18-Oct-21,EQ,"1,240.00","1,272.50","1,215.00","1,251.15","1,224.85","1,221.40","1,231.58","1,377.75",800.25,"2,38,61,603","29,38,75,43,018.90","4,36,447"
19-Oct-21,EQ,"1,230.00","1,253.00","1,225.00","1,221.40","1,232.00","1,232.10","1,237.26","1,377.75",800.25,"1,01,89,780","12,60,74,18,050.55","1,76,380"
